product_name,brand,manufacturer,fulfilled_by,category,subcategory,product_code,pack_quantity,pack_uom,pack_size,mrp,dlp_price_inclusive_tax,specifications,application,description,source_product_url,source_image_url
"AP-LR 30000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 30000 ®","","5","KG","5 KG","","","","","PENSOL AP-LR 30000 is modified lithium soap based high temperature, water resistant long life grease. It is manufactured from high quality base stocks, special blend of lithium & calcium soaps and fortified with superior performance additives.","https://pensol.com/AP_LR_30000_GREASE.html","https://pensol.com/img/ap_lr_30000_grease.jpg"
"AP-LR 30000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 30000 ®","","7","KG","7 KG","","","","","PENSOL AP-LR 30000 is modified lithium soap based high temperature, water resistant long life grease. It is manufactured from high quality base stocks, special blend of lithium & calcium soaps and fortified with superior performance additives.","https://pensol.com/AP_LR_30000_GREASE.html","https://pensol.com/img/ap_lr_30000_grease.jpg"
"AP-LR 30000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 30000 ®","","10","KG","10 KG","","","","","PENSOL AP-LR 30000 is modified lithium soap based high temperature, water resistant long life grease. It is manufactured from high quality base stocks, special blend of lithium & calcium soaps and fortified with superior performance additives.","https://pensol.com/AP_LR_30000_GREASE.html","https://pensol.com/img/ap_lr_30000_grease.jpg"
"AP-LR 30000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 30000 ®","","18","KG","18 KG","","","","","PENSOL AP-LR 30000 is modified lithium soap based high temperature, water resistant long life grease. It is manufactured from high quality base stocks, special blend of lithium & calcium soaps and fortified with superior performance additives.","https://pensol.com/AP_LR_30000_GREASE.html","https://pensol.com/img/ap_lr_30000_grease.jpg"
"AP-LR 30000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 30000 ®","","50","KG","50 KG","","","","","PENSOL AP-LR 30000 is modified lithium soap based high temperature, water resistant long life grease. It is manufactured from high quality base stocks, special blend of lithium & calcium soaps and fortified with superior performance additives.","https://pensol.com/AP_LR_30000_GREASE.html","https://pensol.com/img/ap_lr_30000_grease.jpg"
"AP-LR 30000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 30000 ®","","180","KG","180 KG","","","","","PENSOL AP-LR 30000 is modified lithium soap based high temperature, water resistant long life grease. It is manufactured from high quality base stocks, special blend of lithium & calcium soaps and fortified with superior performance additives.","https://pensol.com/AP_LR_30000_GREASE.html","https://pensol.com/img/ap_lr_30000_grease.jpg"
"CHASSIS GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","CHASSIS GREASE","","500","g","500 g","","","","","PENSOL CHASSIS GREASE is calcium based grease made from high quality base oils and thickening agents. This product contains anti-oxidants, corrosion inhibitors, extreme pressure and anti-wear additives. Due to its special formulation, this grease exhibits excellent flow even at very low temperatures. It is used in nipples, spring leaves, chain drives, open and semi-open gear systems.","https://pensol.com/CHASIS_GREASE.html","https://pensol.com/img/chasis_grease.jpg"
"CHASSIS GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","CHASSIS GREASE","","1","KG","1 KG","","","","","PENSOL CHASSIS GREASE is calcium based grease made from high quality base oils and thickening agents. This product contains anti-oxidants, corrosion inhibitors, extreme pressure and anti-wear additives. Due to its special formulation, this grease exhibits excellent flow even at very low temperatures. It is used in nipples, spring leaves, chain drives, open and semi-open gear systems.","https://pensol.com/CHASIS_GREASE.html","https://pensol.com/img/chasis_grease.jpg"
"CHASSIS GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","CHASSIS GREASE","","2","KG","2 KG","","","","","PENSOL CHASSIS GREASE is calcium based grease made from high quality base oils and thickening agents. This product contains anti-oxidants, corrosion inhibitors, extreme pressure and anti-wear additives. Due to its special formulation, this grease exhibits excellent flow even at very low temperatures. It is used in nipples, spring leaves, chain drives, open and semi-open gear systems.","https://pensol.com/CHASIS_GREASE.html","https://pensol.com/img/chasis_grease.jpg"
"CHASSIS GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","CHASSIS GREASE","","18","KG","18 KG","","","","","PENSOL CHASSIS GREASE is calcium based grease made from high quality base oils and thickening agents. This product contains anti-oxidants, corrosion inhibitors, extreme pressure and anti-wear additives. Due to its special formulation, this grease exhibits excellent flow even at very low temperatures. It is used in nipples, spring leaves, chain drives, open and semi-open gear systems.","https://pensol.com/CHASIS_GREASE.html","https://pensol.com/img/chasis_grease.jpg"
"CHASSIS GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","CHASSIS GREASE","","50","KG","50 KG","","","","","PENSOL CHASSIS GREASE is calcium based grease made from high quality base oils and thickening agents. This product contains anti-oxidants, corrosion inhibitors, extreme pressure and anti-wear additives. Due to its special formulation, this grease exhibits excellent flow even at very low temperatures. It is used in nipples, spring leaves, chain drives, open and semi-open gear systems.","https://pensol.com/CHASIS_GREASE.html","https://pensol.com/img/chasis_grease.jpg"
"CHASSIS GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","CHASSIS GREASE","","180","KG","180 KG","","","","","PENSOL CHASSIS GREASE is calcium based grease made from high quality base oils and thickening agents. This product contains anti-oxidants, corrosion inhibitors, extreme pressure and anti-wear additives. Due to its special formulation, this grease exhibits excellent flow even at very low temperatures. It is used in nipples, spring leaves, chain drives, open and semi-open gear systems.","https://pensol.com/CHASIS_GREASE.html","https://pensol.com/img/chasis_grease.jpg"
"WB GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","WB GREASE","","200","g","200 g (Pouch)","","","","","PENSOL WB GREASE is sodium based grease, developed from refined base stocks and advanced chemical additives to ensure high shear stability, anti–rust and anti–oxidant properties. This grease is formulated to give long service life to anti–friction bearings of light and heavy vehicles. It meets performance standard of IS 10647:83 specification.","https://pensol.com/WB_GREASE.html","https://pensol.com/img/wb_grease.jpg"
"WB GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","WB GREASE","","500","g","500 g","","","","","PENSOL WB GREASE is sodium based grease, developed from refined base stocks and advanced chemical additives to ensure high shear stability, anti–rust and anti–oxidant properties. This grease is formulated to give long service life to anti–friction bearings of light and heavy vehicles. It meets performance standard of IS 10647:83 specification.","https://pensol.com/WB_GREASE.html","https://pensol.com/img/wb_grease.jpg"
"WB GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","WB GREASE","","1","KG","1 KG","","","","","PENSOL WB GREASE is sodium based grease, developed from refined base stocks and advanced chemical additives to ensure high shear stability, anti–rust and anti–oxidant properties. This grease is formulated to give long service life to anti–friction bearings of light and heavy vehicles. It meets performance standard of IS 10647:83 specification.","https://pensol.com/WB_GREASE.html","https://pensol.com/img/wb_grease.jpg"
"WB GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","WB GREASE","","2","KG","2 KG","","","","","PENSOL WB GREASE is sodium based grease, developed from refined base stocks and advanced chemical additives to ensure high shear stability, anti–rust and anti–oxidant properties. This grease is formulated to give long service life to anti–friction bearings of light and heavy vehicles. It meets performance standard of IS 10647:83 specification.","https://pensol.com/WB_GREASE.html","https://pensol.com/img/wb_grease.jpg"
"WB GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","WB GREASE","","3","KG","3 KG","","","","","PENSOL WB GREASE is sodium based grease, developed from refined base stocks and advanced chemical additives to ensure high shear stability, anti–rust and anti–oxidant properties. This grease is formulated to give long service life to anti–friction bearings of light and heavy vehicles. It meets performance standard of IS 10647:83 specification.","https://pensol.com/WB_GREASE.html","https://pensol.com/img/wb_grease.jpg"
"WB GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","WB GREASE","","10","KG","10 KG","","","","","PENSOL WB GREASE is sodium based grease, developed from refined base stocks and advanced chemical additives to ensure high shear stability, anti–rust and anti–oxidant properties. This grease is formulated to give long service life to anti–friction bearings of light and heavy vehicles. It meets performance standard of IS 10647:83 specification.","https://pensol.com/WB_GREASE.html","https://pensol.com/img/wb_grease.jpg"
"WB GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","WB GREASE","","18","KG","18 KG","","","","","PENSOL WB GREASE is sodium based grease, developed from refined base stocks and advanced chemical additives to ensure high shear stability, anti–rust and anti–oxidant properties. This grease is formulated to give long service life to anti–friction bearings of light and heavy vehicles. It meets performance standard of IS 10647:83 specification.","https://pensol.com/WB_GREASE.html","https://pensol.com/img/wb_grease.jpg"
"WB GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","WB GREASE","","50","KG","50 KG","","","","","PENSOL WB GREASE is sodium based grease, developed from refined base stocks and advanced chemical additives to ensure high shear stability, anti–rust and anti–oxidant properties. This grease is formulated to give long service life to anti–friction bearings of light and heavy vehicles. It meets performance standard of IS 10647:83 specification.","https://pensol.com/WB_GREASE.html","https://pensol.com/img/wb_grease.jpg"
"WB GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","WB GREASE","","180","KG","180 KG","","","","","PENSOL WB GREASE is sodium based grease, developed from refined base stocks and advanced chemical additives to ensure high shear stability, anti–rust and anti–oxidant properties. This grease is formulated to give long service life to anti–friction bearings of light and heavy vehicles. It meets performance standard of IS 10647:83 specification.","https://pensol.com/WB_GREASE.html","https://pensol.com/img/wb_grease.jpg"
"AP-LR 100000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 100000 ®","","500","g","500 g","","","","","PENSOL AP-LR 100000 is a high performance lithium complex grease designed for lubrication of bearings of most automotive and industrial equipment. This grease is based on high quality mineral base fluid and superior lithium complex soap thickener fortified with excellent anti-oxidation, anti-rust and anti-wear aadditive systems. This greases provides long term protection to the rolling elements over a wide temperature range.","https://pensol.com/AP-LR_100000.html","https://pensol.com/img/ap_lr_100000.jpg"
"AP-LR 100000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 100000 ®","","1","KG","1 KG","","","","","PENSOL AP-LR 100000 is a high performance lithium complex grease designed for lubrication of bearings of most automotive and industrial equipment. This grease is based on high quality mineral base fluid and superior lithium complex soap thickener fortified with excellent anti-oxidation, anti-rust and anti-wear aadditive systems. This greases provides long term protection to the rolling elements over a wide temperature range.","https://pensol.com/AP-LR_100000.html","https://pensol.com/img/ap_lr_100000.jpg"
"AP-LR 100000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 100000 ®","","2","KG","2 KG","","","","","PENSOL AP-LR 100000 is a high performance lithium complex grease designed for lubrication of bearings of most automotive and industrial equipment. This grease is based on high quality mineral base fluid and superior lithium complex soap thickener fortified with excellent anti-oxidation, anti-rust and anti-wear aadditive systems. This greases provides long term protection to the rolling elements over a wide temperature range.","https://pensol.com/AP-LR_100000.html","https://pensol.com/img/ap_lr_100000.jpg"
"AP-LR 100000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 100000 ®","","3","KG","3 KG","","","","","PENSOL AP-LR 100000 is a high performance lithium complex grease designed for lubrication of bearings of most automotive and industrial equipment. This grease is based on high quality mineral base fluid and superior lithium complex soap thickener fortified with excellent anti-oxidation, anti-rust and anti-wear aadditive systems. This greases provides long term protection to the rolling elements over a wide temperature range.","https://pensol.com/AP-LR_100000.html","https://pensol.com/img/ap_lr_100000.jpg"
"AP-LR 100000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 100000 ®","","5","KG","5 KG","","","","","PENSOL AP-LR 100000 is a high performance lithium complex grease designed for lubrication of bearings of most automotive and industrial equipment. This grease is based on high quality mineral base fluid and superior lithium complex soap thickener fortified with excellent anti-oxidation, anti-rust and anti-wear aadditive systems. This greases provides long term protection to the rolling elements over a wide temperature range.","https://pensol.com/AP-LR_100000.html","https://pensol.com/img/ap_lr_100000.jpg"
"AP-LR 100000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 100000 ®","","7","KG","7 KG","","","","","PENSOL AP-LR 100000 is a high performance lithium complex grease designed for lubrication of bearings of most automotive and industrial equipment. This grease is based on high quality mineral base fluid and superior lithium complex soap thickener fortified with excellent anti-oxidation, anti-rust and anti-wear aadditive systems. This greases provides long term protection to the rolling elements over a wide temperature range.","https://pensol.com/AP-LR_100000.html","https://pensol.com/img/ap_lr_100000.jpg"
"AP-LR 100000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 100000 ®","","10","KG","10 KG","","","","","PENSOL AP-LR 100000 is a high performance lithium complex grease designed for lubrication of bearings of most automotive and industrial equipment. This grease is based on high quality mineral base fluid and superior lithium complex soap thickener fortified with excellent anti-oxidation, anti-rust and anti-wear aadditive systems. This greases provides long term protection to the rolling elements over a wide temperature range.","https://pensol.com/AP-LR_100000.html","https://pensol.com/img/ap_lr_100000.jpg"
"AP-LR 100000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 100000 ®","","18","KG","18 KG","","","","","PENSOL AP-LR 100000 is a high performance lithium complex grease designed for lubrication of bearings of most automotive and industrial equipment. This grease is based on high quality mineral base fluid and superior lithium complex soap thickener fortified with excellent anti-oxidation, anti-rust and anti-wear aadditive systems. This greases provides long term protection to the rolling elements over a wide temperature range.","https://pensol.com/AP-LR_100000.html","https://pensol.com/img/ap_lr_100000.jpg"
"AP-LR 100000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 100000 ®","","50","KG","50 KG","","","","","PENSOL AP-LR 100000 is a high performance lithium complex grease designed for lubrication of bearings of most automotive and industrial equipment. This grease is based on high quality mineral base fluid and superior lithium complex soap thickener fortified with excellent anti-oxidation, anti-rust and anti-wear aadditive systems. This greases provides long term protection to the rolling elements over a wide temperature range.","https://pensol.com/AP-LR_100000.html","https://pensol.com/img/ap_lr_100000.jpg"
"AP-LR 100000 ®","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP-LR 100000 ®","","180","KG","180 KG","","","","","PENSOL AP-LR 100000 is a high performance lithium complex grease designed for lubrication of bearings of most automotive and industrial equipment. This grease is based on high quality mineral base fluid and superior lithium complex soap thickener fortified with excellent anti-oxidation, anti-rust and anti-wear aadditive systems. This greases provides long term protection to the rolling elements over a wide temperature range.","https://pensol.com/AP-LR_100000.html","https://pensol.com/img/ap_lr_100000.jpg"
"AP3 GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP3 GREASE","","100","g","100 g (Pouch)","","","","","PENSOL AP3 GREASE is lithium based multi-functional, high temperature, water resistant multi-purpose grease. It is manufactured from high quality base stocks, superior quality lithium soap and performance additives. This product is multi-purpose grease of NLGI 3 consistency. It meets IS 12203:99 (Reaffirmed 2009) specification.","https://pensol.com/AP3_GREASE.html","https://pensol.com/img/ap3_grease.jpg"
"AP3 GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP3 GREASE","","100","g","100 g (Tube)","","","","","PENSOL AP3 GREASE is lithium based multi-functional, high temperature, water resistant multi-purpose grease. It is manufactured from high quality base stocks, superior quality lithium soap and performance additives. This product is multi-purpose grease of NLGI 3 consistency. It meets IS 12203:99 (Reaffirmed 2009) specification.","https://pensol.com/AP3_GREASE.html","https://pensol.com/img/ap3_grease.jpg"
"AP3 GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP3 GREASE","","200","g","200 g (Pouch)","","","","","PENSOL AP3 GREASE is lithium based multi-functional, high temperature, water resistant multi-purpose grease. It is manufactured from high quality base stocks, superior quality lithium soap and performance additives. This product is multi-purpose grease of NLGI 3 consistency. It meets IS 12203:99 (Reaffirmed 2009) specification.","https://pensol.com/AP3_GREASE.html","https://pensol.com/img/ap3_grease.jpg"
"AP3 GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP3 GREASE","","200","g","200 g (Tube)","","","","","PENSOL AP3 GREASE is lithium based multi-functional, high temperature, water resistant multi-purpose grease. It is manufactured from high quality base stocks, superior quality lithium soap and performance additives. This product is multi-purpose grease of NLGI 3 consistency. It meets IS 12203:99 (Reaffirmed 2009) specification.","https://pensol.com/AP3_GREASE.html","https://pensol.com/img/ap3_grease.jpg"
"AP3 GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP3 GREASE","","500","g","500 g","","","","","PENSOL AP3 GREASE is lithium based multi-functional, high temperature, water resistant multi-purpose grease. It is manufactured from high quality base stocks, superior quality lithium soap and performance additives. This product is multi-purpose grease of NLGI 3 consistency. It meets IS 12203:99 (Reaffirmed 2009) specification.","https://pensol.com/AP3_GREASE.html","https://pensol.com/img/ap3_grease.jpg"
"AP3 GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP3 GREASE","","1","KG","1 KG","","","","","PENSOL AP3 GREASE is lithium based multi-functional, high temperature, water resistant multi-purpose grease. It is manufactured from high quality base stocks, superior quality lithium soap and performance additives. This product is multi-purpose grease of NLGI 3 consistency. It meets IS 12203:99 (Reaffirmed 2009) specification.","https://pensol.com/AP3_GREASE.html","https://pensol.com/img/ap3_grease.jpg"
"AP3 GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP3 GREASE","","2","KG","2 KG","","","","","PENSOL AP3 GREASE is lithium based multi-functional, high temperature, water resistant multi-purpose grease. It is manufactured from high quality base stocks, superior quality lithium soap and performance additives. This product is multi-purpose grease of NLGI 3 consistency. It meets IS 12203:99 (Reaffirmed 2009) specification.","https://pensol.com/AP3_GREASE.html","https://pensol.com/img/ap3_grease.jpg"
"AP3 GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP3 GREASE","","3","KG","3 KG","","","","","PENSOL AP3 GREASE is lithium based multi-functional, high temperature, water resistant multi-purpose grease. It is manufactured from high quality base stocks, superior quality lithium soap and performance additives. This product is multi-purpose grease of NLGI 3 consistency. It meets IS 12203:99 (Reaffirmed 2009) specification.","https://pensol.com/AP3_GREASE.html","https://pensol.com/img/ap3_grease.jpg"
"AP3 GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP3 GREASE","","5","KG","5 KG","","","","","PENSOL AP3 GREASE is lithium based multi-functional, high temperature, water resistant multi-purpose grease. It is manufactured from high quality base stocks, superior quality lithium soap and performance additives. This product is multi-purpose grease of NLGI 3 consistency. It meets IS 12203:99 (Reaffirmed 2009) specification.","https://pensol.com/AP3_GREASE.html","https://pensol.com/img/ap3_grease.jpg"
"AP3 GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP3 GREASE","","7","KG","7 KG","","","","","PENSOL AP3 GREASE is lithium based multi-functional, high temperature, water resistant multi-purpose grease. It is manufactured from high quality base stocks, superior quality lithium soap and performance additives. This product is multi-purpose grease of NLGI 3 consistency. It meets IS 12203:99 (Reaffirmed 2009) specification.","https://pensol.com/AP3_GREASE.html","https://pensol.com/img/ap3_grease.jpg"
"AP3 GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP3 GREASE","","10","KG","10 KG","","","","","PENSOL AP3 GREASE is lithium based multi-functional, high temperature, water resistant multi-purpose grease. It is manufactured from high quality base stocks, superior quality lithium soap and performance additives. This product is multi-purpose grease of NLGI 3 consistency. It meets IS 12203:99 (Reaffirmed 2009) specification.","https://pensol.com/AP3_GREASE.html","https://pensol.com/img/ap3_grease.jpg"
"AP3 GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP3 GREASE","","18","KG","18 KG","","","","","PENSOL AP3 GREASE is lithium based multi-functional, high temperature, water resistant multi-purpose grease. It is manufactured from high quality base stocks, superior quality lithium soap and performance additives. This product is multi-purpose grease of NLGI 3 consistency. It meets IS 12203:99 (Reaffirmed 2009) specification.","https://pensol.com/AP3_GREASE.html","https://pensol.com/img/ap3_grease.jpg"
"AP3 GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP3 GREASE","","50","KG","50 KG","","","","","PENSOL AP3 GREASE is lithium based multi-functional, high temperature, water resistant multi-purpose grease. It is manufactured from high quality base stocks, superior quality lithium soap and performance additives. This product is multi-purpose grease of NLGI 3 consistency. It meets IS 12203:99 (Reaffirmed 2009) specification.","https://pensol.com/AP3_GREASE.html","https://pensol.com/img/ap3_grease.jpg"
"AP3 GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","AP3 GREASE","","180","KG","180 KG","","","","","PENSOL AP3 GREASE is lithium based multi-functional, high temperature, water resistant multi-purpose grease. It is manufactured from high quality base stocks, superior quality lithium soap and performance additives. This product is multi-purpose grease of NLGI 3 consistency. It meets IS 12203:99 (Reaffirmed 2009) specification.","https://pensol.com/AP3_GREASE.html","https://pensol.com/img/ap3_grease.jpg"
"CRUSHER GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","CRUSHER GREASE","","18","KG","18 KG","","","","","PENSOL CRUSHER GREASE is lithium based grease made from extreme pressure additives for enhanced load bearing capacity. This product possesses excellent shear stability under heavy duty service and has excellent water tolerance. It is recommended for pulverizers and various other crushing equipment.","https://pensol.com/CRUSHER_GREASE.html","https://pensol.com/img/crusher_grease.jpg"
"CRUSHER GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","CRUSHER GREASE","","50","KG","50 KG","","","","","PENSOL CRUSHER GREASE is lithium based grease made from extreme pressure additives for enhanced load bearing capacity. This product possesses excellent shear stability under heavy duty service and has excellent water tolerance. It is recommended for pulverizers and various other crushing equipment.","https://pensol.com/CRUSHER_GREASE.html","https://pensol.com/img/crusher_grease.jpg"
"CRUSHER GREASE","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Greases","CRUSHER GREASE","","180","KG","180 KG","","","","","PENSOL CRUSHER GREASE is lithium based grease made from extreme pressure additives for enhanced load bearing capacity. This product possesses excellent shear stability under heavy duty service and has excellent water tolerance. It is recommended for pulverizers and various other crushing equipment.","https://pensol.com/CRUSHER_GREASE.html","https://pensol.com/img/crusher_grease.jpg"
"HDBF CRIMSON PLUS","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Brake Fluid","HDBF CRIMSON PLUS","","100","ml","100 ml","","","Viscosity Grade: DOT 4","","PENSOL HDBF CRIMSON PLUS is a heavy duty fully synthetic brake fluid exclusively developed for use in automotive disc, drum, anti-skid brake systems and clutch systems.","https://pensol.com/HDBF_CRIMSON_PLUS.html","https://pensol.com/img/hdbf_crimson_plus.jpg"
"HDBF CRIMSON PLUS","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Brake Fluid","HDBF CRIMSON PLUS","","250","ml","250 ml","","","Viscosity Grade: DOT 4","","PENSOL HDBF CRIMSON PLUS is a heavy duty fully synthetic brake fluid exclusively developed for use in automotive disc, drum, anti-skid brake systems and clutch systems.","https://pensol.com/HDBF_CRIMSON_PLUS.html","https://pensol.com/img/hdbf_crimson_plus.jpg"
"HDBF CRIMSON PLUS","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Brake Fluid","HDBF CRIMSON PLUS","","55","L","55 L","","","Viscosity Grade: DOT 4","","PENSOL HDBF CRIMSON PLUS is a heavy duty fully synthetic brake fluid exclusively developed for use in automotive disc, drum, anti-skid brake systems and clutch systems.","https://pensol.com/HDBF_CRIMSON_PLUS.html","https://pensol.com/img/hdbf_crimson_plus.jpg"
"HDBF CRIMSON PLUS","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Brake Fluid","HDBF CRIMSON PLUS","","210","L","210 L","","","Viscosity Grade: DOT 4","","PENSOL HDBF CRIMSON PLUS is a heavy duty fully synthetic brake fluid exclusively developed for use in automotive disc, drum, anti-skid brake systems and clutch systems.","https://pensol.com/HDBF_CRIMSON_PLUS.html","https://pensol.com/img/hdbf_crimson_plus.jpg"
"HDBF CRIMSON","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Brake Fluid","HDBF CRIMSON","","100","ml","100 ml","","","Viscosity Grade: DOT 3","","PENSOL HDBF CRIMSON is a heavy duty fully synthetic brake fluid exclusively developed for use in automotive disc, drum, anti-skid brake systems and clutch systems.","https://pensol.com/HDBF_CRIMSON.html","https://pensol.com/img/hdbf_crimson.jpg"
"HDBF CRIMSON","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Brake Fluid","HDBF CRIMSON","","250","ml","250 ml","","","Viscosity Grade: DOT 3","","PENSOL HDBF CRIMSON is a heavy duty fully synthetic brake fluid exclusively developed for use in automotive disc, drum, anti-skid brake systems and clutch systems.","https://pensol.com/HDBF_CRIMSON.html","https://pensol.com/img/hdbf_crimson.jpg"
"HDBF CRIMSON","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Brake Fluid","HDBF CRIMSON","","500","ml","500 ml","","","Viscosity Grade: DOT 3","","PENSOL HDBF CRIMSON is a heavy duty fully synthetic brake fluid exclusively developed for use in automotive disc, drum, anti-skid brake systems and clutch systems.","https://pensol.com/HDBF_CRIMSON.html","https://pensol.com/img/hdbf_crimson.jpg"
"HDBF CRIMSON","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Brake Fluid","HDBF CRIMSON","","55","L","55 L","","","Viscosity Grade: DOT 3","","PENSOL HDBF CRIMSON is a heavy duty fully synthetic brake fluid exclusively developed for use in automotive disc, drum, anti-skid brake systems and clutch systems.","https://pensol.com/HDBF_CRIMSON.html","https://pensol.com/img/hdbf_crimson.jpg"
"HDBF CRIMSON","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Brake Fluid","HDBF CRIMSON","","210","L","210 L","","","Viscosity Grade: DOT 3","","PENSOL HDBF CRIMSON is a heavy duty fully synthetic brake fluid exclusively developed for use in automotive disc, drum, anti-skid brake systems and clutch systems.","https://pensol.com/HDBF_CRIMSON.html","https://pensol.com/img/hdbf_crimson.jpg"
"A C COOLANT","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Coolant","A C COOLANT","","500","ml","500 ml","","","","","PENSOL A C COOLANT is a high performance anti-corrosive radiator coolant for both petrol and diesel engines. Recommended for commercial vehicles and passenger cars where high temperature aluminum protection is important. Refer manufacturers recommendation for correct concentration before filling into the cooling system.","https://pensol.com/A_C_COOLANT.html","https://pensol.com/img/a_c_coolant.jpg"
"A C COOLANT","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Coolant","A C COOLANT","","1","L","1 L","","","","","PENSOL A C COOLANT is a high performance anti-corrosive radiator coolant for both petrol and diesel engines. Recommended for commercial vehicles and passenger cars where high temperature aluminum protection is important. Refer manufacturers recommendation for correct concentration before filling into the cooling system.","https://pensol.com/A_C_COOLANT.html","https://pensol.com/img/a_c_coolant.jpg"
"A C COOLANT","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Coolant","A C COOLANT","","3","L","3 L","","","","","PENSOL A C COOLANT is a high performance anti-corrosive radiator coolant for both petrol and diesel engines. Recommended for commercial vehicles and passenger cars where high temperature aluminum protection is important. Refer manufacturers recommendation for correct concentration before filling into the cooling system.","https://pensol.com/A_C_COOLANT.html","https://pensol.com/img/a_c_coolant.jpg"
